name	address	city	area	averagePriceUnit	averagePrice	buildingTime	propertyFee	propertyCompany	developerName	roomAmount	buildingAmount	volumeRate	greeningRate
金鹤新城城杰苑	鹤霞路600弄	上海	嘉定	元/平	37698	2008年建	暂无信息	暂无信息	暂无信息	1683户	94栋	2.2	35.0%
罗山绿洲	康桥路1801弄101-852号,康桥路1811弄1-30号	上海	浦东	元/平	67223	2004年建	暂无信息	暂无信息	暂无信息	205户	206栋	0.28	69.0%
保利天鹅语（一期）（公寓）	洪德路1380弄,城固路1331弄（125-130号）,洪德路1280弄	上海	嘉定	元/平	32481	2014年建	暂无信息	暂无信息	暂无信息	696户	12栋	1.6	35.0%
绿地新江桥城（二期）	金耀南路80弄	上海	嘉定	元/平	37017	2011年建	暂无信息	暂无信息	暂无信息	1886户	39栋	1.93	28.0%
永和生活广场	靖远路715号,靖远路717号	上海	嘉定	元/平	14493	2008年建	暂无信息	暂无信息	暂无信息	201户	3栋	2.33	40.0%
保利家园（别墅）	洪德路333弄	上海	嘉定	元/平	40949	2011年建	暂无信息	暂无信息	暂无信息	183户	184栋	1.8	35.0%
臻品嘉园（别墅）	双单路889弄	上海	嘉定	元/平	40745	1900年建	暂无信息	暂无信息	暂无信息	98户	92栋	0.0	0.0%
夏侯企业园区	陈翔路65弄	上海	宝山	元/平	16949	1900年建	暂无信息	暂无信息	暂无信息	40户	41栋	0.0	0.0%
金桥湾清水苑	台儿庄路363弄（一期）,荷泽路828弄（二期）,长岛路1280弄（三期）	上海	浦东	元/平	56208	1998年建	暂无信息	暂无信息	暂无信息	2736户	237栋	1.45	46.0%
金地未未来	张杨北路2899弄	上海	浦东	元/平	76145	2009年建	暂无信息	暂无信息	暂无信息	1614户	73栋	1.6	36.0%
共富一村	共富一村,共富路99弄	上海	宝山	元/平	35670	2006年建	暂无信息	暂无信息	暂无信息	3412户	287栋	0.0	0.0%
东鼎名人府邸	滨湖路310弄	上海	松江	元/平	35625	2013年建	暂无信息	暂无信息	暂无信息	897户	20栋	4.0	35.0%
园南一村	龙川北路177号	上海	徐汇	元/平	67405	1989年建	暂无信息	暂无信息	暂无信息	1213户	61栋	1.1	20.0%
富友嘉园（一期）	临夏路1000弄	上海	嘉定	元/平	33164	2005年建	暂无信息	暂无信息	暂无信息	1334户	107栋	2.3	35.0%
光明城市	西康路1288弄	上海	普陀	元/平	80373	2003年建	暂无信息	暂无信息	暂无信息	494户	7栋	1.5	78.0%
金杨新村五街坊	银山路115弄,云山路1395弄,金杨路308弄,金杨路220弄	上海	浦东	元/平	53256	1996年建	暂无信息	暂无信息	暂无信息	3891户	227栋	2.5	20.0%
金桥酒店公寓	红枫路108弄3-8号	上海	浦东	元/平	70823	2005年建	暂无信息	暂无信息	暂无信息	937户	8栋	1.6	35.0%
枫桥丽舍	九新公路333弄	上海	松江	元/平	34023	2006年建	暂无信息	暂无信息	暂无信息	462户	19栋	1.2	60.0%
世茂湖滨花园（公寓）	明月路188弄	上海	浦东	元/平	71756	2004年建	暂无信息	暂无信息	暂无信息	758户	16栋	1.5	67.0%
星颂家园	海松路52弄	上海	浦东	元/平	39154	2011年建	暂无信息	暂无信息	暂无信息	1731户	25栋	2.3	45.0%
碧云东方公寓	红枫路300弄	上海	浦东	元/平	84740	2005年建	暂无信息	暂无信息	暂无信息	338户	13栋	2.31	35.0%
大华锦绣华城（十二街区）	锦绣路3088弄2-164号	上海	浦东	元/平	72881	2007年建	暂无信息	暂无信息	暂无信息	1965户	137栋	1.4	60.0%
金桥爱建园	碧云路199弄	上海	浦东	元/平	80231	2003年建	暂无信息	暂无信息	暂无信息	1106户	41栋	2.0	50.0%
绿川新苑	绿林路50弄,绿林路51弄,绿林路52弄,绿林路320弄	上海	浦东	元/平	48087	2005年建	暂无信息	暂无信息	暂无信息	2933户	264栋	2.0	40.0%
大华锦绣华城（十一街区）	北艾路1077弄2-73号	上海	浦东	元/平	81626	2012年建	暂无信息	暂无信息	暂无信息	1187户	64栋	1.6	45.0%
金色碧云	白桦路266弄	上海	浦东	元/平	97499	2005年建	暂无信息	暂无信息	暂无信息	312户	27栋	1.2	41.0%
紫叶花园	紫叶路115弄,紫叶路65弄,紫叶路140弄,紫叶路115弄,紫叶路127弄,紫叶路51弄,紫叶路140弄,紫叶路147弄,紫叶路101弄,紫叶路81弄,紫叶路191弄,紫叶路192弄,紫叶路276弄,紫叶路152弄,紫叶路128弄,紫叶路116弄,紫叶路100弄,紫叶路80弄,紫叶路66弄,紫叶路50弄,紫叶路251弄	上海	浦东	元/平	53647	1998年建	暂无信息	暂无信息	暂无信息	2061户	164栋	1.79	30.0%
欧泊圣堡苑	栏学路328弄	上海	浦东	元/平	40204	2006年建	暂无信息	暂无信息	暂无信息	107户	108栋	0.0	0.0%
鼎鑫名流世家	川周路8682弄	上海	浦东	元/平	42276	2009年建	暂无信息	暂无信息	暂无信息	1217户	47栋	1.6	46.0%
玉兰苑（川沙）	华夏一路55弄,川北公路2275弄	上海	浦东	元/平	28562	2000年建	暂无信息	暂无信息	暂无信息	871户	16栋	0.0	0.0%
界龙花苑	川环南路1049弄	上海	浦东	元/平	35586	1998年建	暂无信息	暂无信息	暂无信息	684户	52栋	1.4	28.0%
银丰苑	银峰路549弄	上海	浦东	元/平	34377	2007年建	暂无信息	暂无信息	暂无信息	1942户	165栋	1.5	30.0%
顺馨佳园	新德西路99弄	上海	浦东	元/平	40580	2009年建	暂无信息	暂无信息	暂无信息	1296户	109栋	2.3	43.0%
万科第五园	民雷路757弄1-337号	上海	浦东	元/平	51559	2011年建	暂无信息	暂无信息	暂无信息	300户	301栋	0.6	37.0%
永春中路135弄	永春中路135弄	上海	浦东	无	无	1982年建	暂无信息	暂无信息	暂无信息	24户	2栋	0.0	0.0%
永春北路55弄	永春北路55弄	上海	浦东	无	无	1900年建	暂无信息	暂无信息	暂无信息	1户	2栋	0.0	0.0%
春江花悦园	金高路988弄	上海	浦东	元/平	55274	2007年建	暂无信息	暂无信息	暂无信息	751户	29栋	1.4	38.0%
大唐盛世花园（三期）	樱花路802弄	上海	浦东	元/平	96601	2008年建	暂无信息	暂无信息	暂无信息	681户	33栋	1.6	50.0%
高行绿洲（一期）	白萱路99弄	上海	浦东	元/平	37095	2009年建	暂无信息	暂无信息	暂无信息	1245户	37栋	2.6	30.0%
浦东世纪花园（二期）（公寓）	银霄路39弄	上海	浦东	元/平	85933	2005年建	暂无信息	暂无信息	暂无信息	646户	12栋	1.5	50.0%
锦绣小区	罗山路1700弄9-46号	上海	浦东	元/平	83723	1996年建	暂无信息	暂无信息	暂无信息	372户	32栋	2.0	35.0%
杨园七村	新龙路389弄,新龙路423弄	上海	浦东	元/平	30903	1994年建	暂无信息	暂无信息	暂无信息	504户	38栋	2.3	23.0%
宣黄公路2588弄	宣黄公路2588弄1-45号	上海	浦东	无	无	2008年建	暂无信息	暂无信息	暂无信息	492户	42栋	0.0	0.0%
永春北路244弄	永春北路244弄	上海	浦东	无	无	1995年建	暂无信息	暂无信息	暂无信息	11户	12栋	0.0	0.0%
永定南路217号	永定南路217号	上海	浦东	无	无	1900年建	暂无信息	暂无信息	暂无信息	0户	1栋	0.0	0.0%
黄山始信苑	枣庄路210弄,枣庄路212弄,博山东路553弄,博山东路555弄	上海	浦东	元/平	76408	1999年建	暂无信息	暂无信息	暂无信息	2022户	186栋	1.8	40.0%
东陆新村七街坊	五莲路1424弄,博兴路1663弄	上海	浦东	元/平	47218	1997年建	暂无信息	暂无信息	暂无信息	1668户	109栋	1.83	34.0%
金杨七街坊	金口路471弄,金口路411弄,枣庄路810弄,枣庄路998弄	上海	浦东	元/平	52961	1995年建	暂无信息	暂无信息	暂无信息	3131户	171栋	1.9	25.0%
金桥新村四街坊（博兴路986弄）	博兴路986弄	上海	浦东	元/平	57739	1997年建	暂无信息	暂无信息	暂无信息	708户	47栋	1.2	36.0%
张江东区人才公寓	胜利路836弄	上海	浦东	元/平	15765	1900年建	暂无信息	暂无信息	暂无信息	2户	1栋	0.0	0.0%
梅园	华夏东路2707弄,川北公路1300弄	上海	浦东	元/平	35782	1996年建	暂无信息	暂无信息	暂无信息	25户	26栋	2.0	35.0%
曙光北苑	南桥路86弄1-27号	上海	浦东	元/平	36372	2004年建	暂无信息	暂无信息	暂无信息	316户	23栋	1.4	35.0%
张江人才公寓	胜利路836号	上海	浦东	元/平	12068	2007年建	暂无信息	暂无信息	暂无信息	724户	88栋	0.0	0.0%
环镇东路99弄	环镇东路99弄	上海	浦东	元/平	23027	2004年建	暂无信息	暂无信息	暂无信息	107户	18栋	0.0	0.0%
康桥宝邸	康弘路508弄	上海	浦东	元/平	38631	2007年建	暂无信息	暂无信息	暂无信息	2367户	126栋	1.2	51.0%
金杨新村三街坊	枣庄路658弄,金口路53弄,金口路155弄,枣庄路552弄	上海	浦东	元/平	52747	1995年建	暂无信息	暂无信息	暂无信息	2340户	162栋	1.8	20.0%
海汇清波苑	芦潮路333弄	上海	浦东	元/平	10963	2008年建	暂无信息	暂无信息	暂无信息	731户	57栋	0.0	0.0%
龙吟小区	芦潮港码头老街99号	上海	浦东	无	无	1997年建	暂无信息	暂无信息	暂无信息	10户	9栋	0.0	0.0%
中港美容新村	中港美容新村	上海	浦东	无	无	1989年建	暂无信息	暂无信息	暂无信息	84户	9栋	0.0	0.0%
杭湾新村	杭湾路220号	上海	浦东	无	无	1900年建	暂无信息	暂无信息	暂无信息	3户	4栋	0.0	0.0%
新府路398弄	新府路398弄	上海	浦东	无	无	2004年建	暂无信息	暂无信息	暂无信息	16户	3栋	0.0	0.0%
飞渡路999号	飞渡路999号	上海	浦东	无	无	1900年建	暂无信息	暂无信息	暂无信息	0户	1栋	0.0	0.0%
西区新村	西区新村	上海	浦东	无	无	1900年建	暂无信息	暂无信息	暂无信息	1户	2栋	0.0	0.0%
仁恒河滨城（三期）	丁香路1299弄	上海	浦东	元/平	100218	2009年建	暂无信息	暂无信息	暂无信息	1274户	22栋	2.3	43.0%
联洋年华	丁香路910弄	上海	浦东	元/平	88652	2004年建	暂无信息	暂无信息	暂无信息	1608户	21栋	2.86	51.0%
临沂七村	临沂路101弄,浦三路277弄,兰陵路24弄	上海	浦东	元/平	53919	1992年建	暂无信息	暂无信息	暂无信息	2662户	116栋	2.0	35.0%
光鸿苑	临沂路8弄,东三里桥路245弄	上海	浦东	元/平	67430	2010年建	暂无信息	暂无信息	暂无信息	1320户	60栋	1.95	42.0%
云松翠庭	彩云路357弄	上海	浦东	元/平	13920	2008年建	暂无信息	暂无信息	暂无信息	1220户	98栋	2.2	30.0%
中邦晶座	丁香路1066弄	上海	浦东	元/平	85531	2004年建	暂无信息	暂无信息	暂无信息	36户	37栋	0.9	55.0%
港机新村	华丰路50弄	上海	浦东	元/平	49521	1995年建	暂无信息	暂无信息	暂无信息	1737户	87栋	1.8	25.0%
美芦苑	南芦公路2190弄1-34号,南芦公路2160弄	上海	浦东	元/平	13193	2012年建	暂无信息	暂无信息	暂无信息	154户	115栋	0.0	25.0%
清风雅苑	池月路847弄	上海	浦东	元/平	13718	2009年建	暂无信息	暂无信息	暂无信息	1022户	62栋	30.0	50.0%
东方城市花园（一期）	东方路1800弄	上海	浦东	元/平	76515	2003年建	暂无信息	暂无信息	暂无信息	1593户	62栋	1.65	55.0%
君誉江畔	浦东南路1967号,浦东南路1969号	上海	浦东	元/平	54978	2013年建	暂无信息	暂无信息	暂无信息	619户	4栋	6.31	20.3%
东方汇景苑	北园路258弄	上海	浦东	元/平	71689	2003年建	暂无信息	暂无信息	暂无信息	906户	29栋	0.0	0.0%
临沂八村	临沂路81弄,兰陵路23弄	上海	浦东	元/平	56199	1990年建	暂无信息	暂无信息	暂无信息	2016户	85栋	2.0	26.0%
丽泽梅傲苑	石潭街136弄	上海	浦东	元/平	10337	2011年建	暂无信息	暂无信息	暂无信息	230户	34栋	0.0	40.0%
港驳小区	峨山路280弄,峨山路380弄,峨山路420弄	上海	浦东	元/平	64977	1985年建	暂无信息	暂无信息	暂无信息	1075户	48栋	2.0	30.0%
德州四村	长清路136弄,成山路24弄（杨高路24弄）	上海	浦东	元/平	53313	1989年建	暂无信息	暂无信息	暂无信息	2683户	114栋	1.6	28.0%
上南花苑	浦东南路3885弄（一期）,云莲路101弄（二期）,齐河路257弄（三期）,齐河路259弄（三期）	上海	浦东	元/平	61313	2000年建	暂无信息	暂无信息	暂无信息	1839户	155栋	2.4	35.0%
东三小区	东三街102弄	上海	浦东	元/平	54013	1986年建	暂无信息	暂无信息	暂无信息	1032户	43栋	1.1	30.0%
东海农场	三三公路5055号	上海	浦东	无	无	2013年建	暂无信息	暂无信息	暂无信息	13户	9栋	0.0	0.0%
金利公寓	南曹路901弄	上海	浦东	元/平	43444	2008年建	暂无信息	暂无信息	暂无信息	1689户	151栋	1.34	27.0%
保利御樽苑（公寓）	唐兴路191弄,唐兴路373弄,唐镇路138弄	上海	浦东	元/平	56669	2013年建	暂无信息	暂无信息	暂无信息	1010户	40栋	1.5	35.0%
白金瀚宫	龙东大道4288弄	上海	浦东	元/平	86956	2008年建	暂无信息	暂无信息	暂无信息	285户	287栋	0.3	52.0%
毕加索小镇（二期）（公寓）	银樽路58弄	上海	浦东	元/平	59365	2011年建	暂无信息	暂无信息	暂无信息	654户	27栋	1.5	40.0%
潼港六村	潼港六村	上海	浦东	元/平	33439	2001年建	暂无信息	暂无信息	暂无信息	1802户	111栋	1.2	40.0%
绿城玉兰公馆（公寓）	春源路58弄	上海	浦东	元/平	80113	2016年建	暂无信息	暂无信息	暂无信息	478户	147栋	1.2	35.0%
潍坊五村	浦电路218弄	上海	浦东	元/平	76776	1984年建	暂无信息	暂无信息	暂无信息	1104户	48栋	1.8	35.0%
潍坊六村	潍坊六村	上海	浦东	元/平	83395	1983年建	暂无信息	暂无信息	暂无信息	978户	43栋	2.9	15.0%
高南新村	季景北路180弄,季景北路185弄,春光路123弄,春晖路276弄	上海	浦东	元/平	32092	2005年建	暂无信息	暂无信息	暂无信息	1542户	106栋	2.2	32.0%
南泉公寓	峨山路500弄,南泉路1111弄	上海	浦东	元/平	65270	2001年建	暂无信息	暂无信息	暂无信息	689户	28栋	4.0	20.0%
怡心苑	花山路609弄	上海	浦东	元/平	37855	2007年建	暂无信息	暂无信息	暂无信息	988户	63栋	1.3	39.0%
东方冠郡	汇友路38弄,汇友路10弄,汇豪路72弄,众安路879弄,汇友路58弄,汇豪路74弄,汇豪路71弄,新环东路65弄	上海	浦东	元/平	29221	2012年建	暂无信息	暂无信息	暂无信息	2023户	112栋	1.5	35.0%
紫丁香花园	三三公路1518弄	上海	浦东	元/平	15591	2004年建	暂无信息	暂无信息	暂无信息	113户	112栋	0.3	38.0%
古馨苑	新环西路800弄	上海	浦东	元/平	24637	2005年建	暂无信息	暂无信息	暂无信息	332户	27栋	0.0	0.0%
石笋一村	石笋一村	上海	浦东	元/平	24292	1998年建	暂无信息	暂无信息	暂无信息	647户	60栋	0.0	0.0%
凯德新视界	祥安路233弄	上海	浦东	无	无	2015年建	暂无信息	暂无信息	暂无信息	507户	16栋	0.0	0.0%
兴欣花苑	牌楼东路102弄	上海	浦东	无	无	2005年建	暂无信息	暂无信息	暂无信息	160户	17栋	0.0	0.0%
天健萃园	祥凯路2013弄	上海	浦东	无	无	1900年建	暂无信息	暂无信息	暂无信息	1户	1栋	1.4	35.0%
祥安竹苑	祥安路36弄	上海	浦东	无	无	2008年建	暂无信息	暂无信息	暂无信息	540户	44栋	0.0	0.0%
玉兰香苑（一期）	益江路286弄（A区）,益江路126弄（B区）	上海	浦东	元/平	42641	2004年建	暂无信息	暂无信息	暂无信息	1898户	155栋	4.0	30.0%
玉兰香苑（四期）	张东路2281弄	上海	浦东	元/平	43690	2008年建	暂无信息	暂无信息	暂无信息	2231户	117栋	4.0	30.0%
阳光花城（二期）	紫薇路667弄160-177号	上海	浦东	元/平	60259	2009年建	暂无信息	暂无信息	暂无信息	792户	19栋	1.59	37.0%
东郊紫园	申江路7171弄	上海	浦东	元/平	86705	2011年建	暂无信息	暂无信息	暂无信息	136户	134栋	0.0	0.0%
东晶国际公寓	浦东大道988弄	上海	浦东	元/平	76424	2006年建	暂无信息	暂无信息	暂无信息	452户	5栋	4.0	17.0%
梅园六街坊	商城路1177弄	上海	浦东	元/平	109535	1999年建	暂无信息	暂无信息	暂无信息	816户	37栋	2.0	30.0%
竹园高层	张杨路1050弄,张杨路1318号,张杨路1308号,张杨路1338号,张杨路1348号,福山路309号	上海	浦东	元/平	70035	1995年建	暂无信息	暂无信息	暂无信息	2008户	12栋	1.8	45.0%
香梅花园	锦绣路1650弄（一期）,梅花路50弄（二期）,东绣路266弄1-10号（三期）,东绣路266弄11-20号（四期）,锦康路389弄（五期）	上海	浦东	元/平	81557	2011年建	暂无信息	暂无信息	暂无信息	1936户	52栋	1.81	65.0%
明祥苑	闵家浜路50弄	上海	浦东	无	无	2011年建	暂无信息	暂无信息	暂无信息	192户	17栋	0.0	0.0%
汇腾路10号	汇腾路10号	上海	浦东	无	无	2007年建	暂无信息	暂无信息	暂无信息	4户	2栋	0.0	0.0%
亦园路74弄	亦园路74弄	上海	浦东	无	无	1900年建	暂无信息	暂无信息	暂无信息	60户	4栋	0.0	0.0%
朗诗未来树	秋亭路88弄	上海	浦东	元/平	32375	2014年建	暂无信息	暂无信息	暂无信息	1325户	105栋	1.4	55.0%
欧风家园	瑞意路399弄,瑞浦路77弄	上海	浦东	元/平	35737	2006年建	暂无信息	暂无信息	暂无信息	2090户	163栋	1.45	32.0%
瑞和苑	瑞和路168弄	上海	浦东	元/平	33586	2008年建	暂无信息	暂无信息	暂无信息	1870户	43栋	1.8	35.0%
桃园新城中城苑	瑞安路80弄	上海	浦东	元/平	34967	2006年建	暂无信息	暂无信息	暂无信息	1410户	139栋	1.31	40.0%
千汇苑一村	千汇路280弄	上海	浦东	元/平	30285	2007年建	暂无信息	暂无信息	暂无信息	1540户	150栋	1.7	36.0%
祝城路85弄	祝城路85弄	上海	浦东	元/平	21707	2007年建	暂无信息	暂无信息	暂无信息	295户	30栋	0.0	0.0%
祝和苑	千汇路1000弄	上海	浦东	元/平	26281	2009年建	暂无信息	暂无信息	暂无信息	2620户	205栋	2.0	35.0%
祝城路29号	祝城路29号	上海	浦东	元/平	16312	1997年建	暂无信息	暂无信息	暂无信息	10户	1栋	0.0	0.0%
祝城路28号	祝城路28号	上海	浦东	无	无	1997年建	暂无信息	暂无信息	暂无信息	10户	1栋	0.0	0.0%
新高苑（四期）	高宝路300弄	上海	浦东	元/平	40974	2013年建	暂无信息	暂无信息	暂无信息	837户	30栋	0.0	0.0%
清风名苑	池月路848弄	上海	浦东	元/平	14402	2009年建	暂无信息	暂无信息	暂无信息	518户	25栋	0.0	0.0%
乳山五村	商城路918弄,商城路906号,商城路930号	上海	浦东	元/平	93276	1985年建	暂无信息	暂无信息	暂无信息	579户	25栋	1.4	37.0%
乳山四村	乳山路114弄1-25号	上海	浦东	元/平	79330	1988年建	暂无信息	暂无信息	暂无信息	567户	26栋	1.1	20.0%
君莲小区	都会路3199弄	上海	闵行	元/平	34901	2008年建	暂无信息	暂无信息	暂无信息	2025户	64栋	1.8	35.0%
东方明珠国际公寓	东方路1888弄	上海	浦东	元/平	73049	2005年建	暂无信息	暂无信息	暂无信息	240户	4栋	2.8	41.0%
